BEVERLY,254,VOLLEYBALL,OUTDOOR,1161601.422,1837414.987,41.709535,-87.683804
BIRCH,322,PLAYGROUND PARK,OUTDOOR,1180006.55,1875204.808,41.812834,-87.615247
BIXLER (RAY),1083,PLAYGROUND PARK,OUTDOOR,1186159.587,1867632.878,41.791912,-87.592917
BIXLER (RAY),1083,SPRAY FEATURE,OUTDOOR,1186202.586,1867655.721,41.791974,-87.592759
BLACKHAWK,122,BASKETBALL COURT,OUTDOOR,1142389.126,1915240.182,41.923476,-87.752236
BLACKHAWK,122,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1142161.565,1915079.746,41.92304,-87.753076
BLACKHAWK,122,GYMNASIUM,INDOOR,1142455.135,1915015.5,41.922858,-87.751999
BLACKHAWK,122,POOL (INDOOR),INDOOR,1142400.704,1915013.715,41.922854,-87.752199
BLACKHAWK,122,BASEBALL JR/SOFTBALL,OUTDOOR,1142108.221,1914907.459,41.922568,-87.753276
BLACKHAWK,122,BASEBALL JR/SOFTBALL,OUTDOOR,1142281.854,1915063.82,41.922994,-87.752634
BLACKHAWK,122,BASEBALL JR/SOFTBALL,OUTDOOR,1142099.13,1915222,41.923431,-87.753302
BLACKHAWK,122,PLAYGROUND,OUTDOOR,1142511.851,1915129.274,41.923169,-87.751788
BLACKHAWK,122,SPRAY FEATURE,OUTDOOR,1142412.762,1915107.456,41.923111,-87.752152
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142434.579,1915242.909,41.923482,-87.752069
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142477.306,1915242.909,41.923481,-87.751912
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142526.397,1915243.818,41.923483,-87.751731
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142568.214,1915245.636,41.923487,-87.751578
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142612.759,1915247.454,41.923491,-87.751414
"BLACKWELDER (I.S., GERTRUDE)",373,BASKETBALL COURT,OUTDOOR,1165066.84,1827641.523,41.682643,-87.671388
"BLACKWELDER (I.S., GERTRUDE)",373,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1165232.21,1828136.947,41.683999,-87.670769
"BLACKWELDER (I.S., GERTRUDE)",373,BASEBALL JR/SOFTBALL,OUTDOOR,1165116.345,1827945.307,41.683475,-87.671198
"BLACKWELDER (I.S., GERTRUDE)",373,PLAYGROUND,OUTDOOR,1165189.479,1827794.54,41.68306,-87.670935
BOGAN (WILLIAM),264,BASKETBALL COURT,OUTDOOR,1151577.879,1851280.201,41.747785,-87.72015
BOGAN (WILLIAM),264,BASKETBALL COURT,OUTDOOR,1151507.225,1851297.249,41.747833,-87.720409
BOGAN (WILLIAM),264,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1151408.938,1850917.414,41.746793,-87.720779
BOGAN (WILLIAM),264,BASEBALL JR/SOFTBALL,OUTDOOR,1151358.643,1851139.511,41.747404,-87.720957
BOGAN (WILLIAM),264,BASEBALL JR/SOFTBALL,OUTDOOR,1151571.957,1851135.461,41.747388,-87.720176
BOGAN (WILLIAM),264,BASEBALL JR/SOFTBALL,OUTDOOR,1151607.059,1850870.844,41.746661,-87.720054
